site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Schmittner Alp,Switzerland,119.42 km,May Jun Jul Aug Sep,22,0,1,5,18,Jun:0 May:0 Jul:0 Aug:0 Sep:0 Dec:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.682082%2046.714203&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.682082,46.714203
Vetta D'Italia,Italy,252.98 km,Jun Aug Jul May Sep,22,6,15,17,21,Aug:0 Jun:0 May:0 Jul:0 Sep:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.15325%2047.07428&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.15325,47.07428
Matajur,Italy,22.74 km,Nov Dec Feb Jun Oct Apr Jan Sep Jul,22,0,0,1,2,Nov:0 Dec:0 Jun:0 Feb:0 Oct:0 Sep:0 Apr:0 Aug:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.52883%2046.21072&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.52883,46.21072
M.Sabotino,Italy,15.89 km,May Jun,22,0,0,0,0,Dec:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.635715%2045.986952&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.635715,45.986952
Heuberg,Germany,104.46 km,Aug Mar Jun Apr Jul Sep Dec May Feb,22,0,1,1,2,Aug:0 Dec:0 May:0 Jun:0 Oct:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.1805%2047.7233&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.1805,47.7233
Kleiner Priel,Austria,51.16 km,Nov Sep Jun Oct Aug May Jan Jul,22,0,0,1,1,Nov:0 Oct:0 Sep:0 Aug:0 Jun:0 May:0 Jul:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.12897%2047.73218&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.12897,47.73218
Scheffauer,Austria,46.28 km,Sep Oct,22,0,0,1,14,Aug:0 Oct:0 May:0 Dec:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.255%2047.5527&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.255,47.5527
Stöfflerberg,Austria,22.95 km,Jun May Jul Aug Dec Mar Feb Sep,22,0,0,0,1,Jun:0 May:0 Jul:0 Mar:0 Aug:0 Feb:0 Dec:0 Sep:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.19373%2046.64898&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.19373,46.64898
Ritzau-Alm,Austria,21.58 km,Jul Jun May Aug Sep Apr,22,0,0,1,2,Apr:0 May:0 Nov:0 Aug:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.2264%2047.6052&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.2264,47.6052
Grimming,Austria,148.49 km,Aug Nov Jul Sep Apr Jun,22,0,5,10,12,Sep:0 Nov:0 Jul:0 Apr:0 Jun:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.02733%2047.52882&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.02733,47.52882
Somdoss,Switzerland,43.35 km,Jun Jul Oct Sep,21,0,0,0,1,Jul:0 Jun:0 Oct:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.0233%2046.33057&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.0233,46.33057
Pernice,Slovenia,28.79 km,Mar Oct Aug Apr Jun Nov,21,0,0,0,1,Oct:0 Jun:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.1077%2046.6158&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.1077,46.6158
Paganella,Italy,65.47 km,Apr Mar Sep Jun Jul Dec Aug Feb Jan May,21,0,0,2,5,Apr:0 Mar:0 Dec:0 Jul:0 Jun:0 May:0 Feb:0 Jan:0 Aug:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.03852%2046.14488&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.03852,46.14488
Grammont,France,9.57 km,Jul Oct Jun Aug Sep,21,0,0,1,2,Jul:0 Aug:0 May:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.724917%2046.380317&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.724917,46.380317
Hühnersberg,Austria,12.43 km,Oct Apr May Jul Jun Sep Feb Jan,21,0,0,0,0,Apr:0 May:0 Jun:0 Sep:0 Oct:0 Feb:0 Jul:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.47507%2046.83903&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.47507,46.83903
Sommersberg,Switzerland,74.1 km,Jun May Aug Apr Sep Mar,20,0,0,2,7,Aug:0 Jun:0 May:0 Apr:0 Jul:0 Sep:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.48965%2047.36845&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.48965,47.36845
Rahtel,Slovenia,16.3 km,Apr Mar Jun Aug May Feb Oct,20,0,0,0,0,Apr:0 Mar:0 Jun:0 Oct:0 Aug:0 May:0 Feb:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.07628%2046.52028&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.07628,46.52028
Col Menadàr,Italy,48.44 km,Apr Jul Mar Sep May Jan Feb Oct Aug Nov,20,0,0,0,11,Apr:0 Mar:0 Jul:0 Nov:0 Jan:0 Oct:0 Sep:0 Aug:0 May:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.08783%2046.3036&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.08783,46.3036
Roche de Mio,France,188.9 km,Apr Dec Jan Aug Mar Jul May,20,0,2,2,4,Dec:0 Jun:0 Apr:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.73025%2045.4899&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.73025,45.4899
Courchevel,France,17.56 km,Aug,20,0,0,0,0,Aug:1 Jun:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.61472%2045.41095&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.61472,45.41095
Gehrenspitze,Austria,60.74 km,Sep Oct Aug Jul,20,0,0,1,9,Sep:0 Oct:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.1305%2047.3851&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.1305,47.3851
Rockl,Austria,37.95 km,Mar Aug Apr Oct,20,0,0,0,1,Mar:0 Aug:0 Apr:0 Sep:0 Oct:0 May:0 Jul:0 Feb:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.1612%2047.20367&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.1612,47.20367
Kühgundspitze,Austria,32.39 km,Jul Oct Apr Jan Jun Aug,20,0,0,0,7,Jun:0 May:0 Dec:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.43%2047.5038&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.43,47.5038
Piz Nair,Switzerland,222.36 km,Aug Sep Mar Oct,19,2,6,10,12,Sep:0 Oct:0 Aug:0 Mar:0 Jul:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.7874%2046.50553&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.7874,46.50553
"First, Heili...",Switzerland,18.57 km,May,19,0,0,0,2,Oct:0 Aug:0 Jul:0 Jun:0 Nov:0 Sep:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.113883%2046.939933&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.113883,46.939933
Hüsli,Switzerland,10.08 km,Jan Nov Feb Dec Oct Apr,19,0,0,0,0,Jan:0 Dec:0 Nov:0 Feb:0 Oct:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.59918%2047.42798&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.59918,47.42798
Tre Cime,Italy,81.86 km,Sep Jun Aug,19,0,0,2,3,Jun:0 Sep:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.2894%2046.61708&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.2894,46.61708
Tesoro,Italy,55.69 km,May Sep Mar Apr Jul Feb Dec,19,0,0,2,8,Sep:0 Apr:0 Aug:0 May:0 Mar:0 Dec:0 Feb:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.494583%2045.79655&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.494583,45.79655
3 Zinnen,Italy,13.61 km,Oct,19,0,0,2,3,Jun:0 Sep:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.2889%2046.6156&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.2889,46.6156
Les Arcs,France,76.62 km,Jun Mar Sep,19,0,0,3,6,Jul:0 Jun:0 May:0 Sep:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.76389%2045.5567&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.76389,45.5567
Fort de la P...,France,220.73 km,Jun Apr May,19,1,7,14,16,Jun:0 May:0 Apr:0 Oct:0 Sep:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.74448%2045.63733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.74448,45.63733
Moucherotte,France,182.68 km,Aug Jun Jul Sep May Apr Mar,19,0,5,8,12,Aug:0 Apr:0 Jun:0 Sep:0 Mar:0 Jul:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.63715%2045.1502&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.63715,45.1502
Col du Fer,France,173.86 km,May Jun,19,0,7,13,17,May:0 Sep:0 Jul:0 Jun:0 Mar:0 Aug:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.38433%2045.78453&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.38433,45.78453
Serre Buzard,France,164.26 km,May Mar Apr,19,0,5,8,14,May:0 Apr:0 Mar:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.544717%2044.639733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.544717,44.639733
Hoher Zinken,Austria,36.78 km,Jul Sep Nov Aug Dec Jun Oct,19,0,0,0,4,Sep:0 Jul:0 Dec:0 Nov:0 Jun:0 Oct:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.34927%2047.6708&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.34927,47.6708
Gmeineck,Austria,24.15 km,Oct,19,0,0,0,3,Oct:0 Aug:0 Feb:0 Sep:0 Jul:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.4372%2046.893967&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.4372,46.893967
Taubensee,Austria,154.84 km,Apr,19,0,4,10,12,Apr:0 Jul:0 Oct:0 Nov:0 Mar:0 Feb:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.410883%2047.689767&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.410883,47.689767
Alp Discholas,Switzerland,78.78 km,Apr May,18,0,0,13,15,May:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.3858%2046.8596&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.3858,46.8596
Oberbuchsite...,Switzerland,67.76 km,Mar Apr Jun Aug Jul Jan Dec Feb Sep May,18,0,0,2,10,Mar:0 Apr:0 Aug:0 Jan:0 Sep:0 Feb:0 Dec:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.77243%2047.3282&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.77243,47.3282
Chirnenberg,Switzerland,46.6 km,Mar Nov Feb Apr Dec Jan Oct,18,0,0,0,3,Mar:0 Nov:0 Dec:0 Apr:0 Feb:0 Jan:0 Oct:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.05555%2047.22837&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.05555,47.22837
La Tourche,Switzerland,32.45 km,Oct,18,0,0,0,2,Oct:0 Sep:0 Aug:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.064%2046.213&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.064,46.213
Malsitter,Italy,99.03 km,May Apr Jun,18,0,0,7,13,May:0 Jun:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.6193%2046.7204&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.6193,46.7204
Cigolino,Italy,82.87 km,Apr Oct Sep,18,0,0,7,11,Sep:0 Oct:0 Apr:0 Jul:0 Mar:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.36022%2046.31553&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.36022,46.31553
Capo Nero,Italy,7.19 km,Oct Dec Jul Aug Jan May Nov,18,0,0,0,0,Dec:0 Jul:0 Aug:0 May:0 Apr:0 Feb:0 Jan:0 Nov:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.72633%2043.8042&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.72633,43.8042
Takeoff,Italy,6.56 km,Jul Aug Sep,18,0,0,0,1,Aug:0 Jun:0 Sep:0 Apr:0 May:0 Feb:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.18775%2044.13197&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.18775,44.13197
toirano,Italy,4.56 km,Jun Feb,18,0,0,0,1,Aug:0 Jun:0 Sep:0 Apr:0 May:0 Feb:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.18843%2044.13195&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.18843,44.13195
Borno,Italy,27.07 km,Oct,18,0,0,0,1,Dec:0 Oct:0 Sep:0 Aug:0 Jun:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.16925%2045.95905&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.16925,45.95905
Zoncolan,Italy,24.78 km,Apr Jul Jun Mar Dec May Aug Sep Nov,18,0,0,1,5,Jul:0 Apr:0 Jun:0 Mar:0 Aug:0 May:0 Dec:0 Sep:0 Nov:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.91872%2046.4997&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.91872,46.4997
Toirano,Italy,14.36 km,Aug Mar Apr Sep Jun,18,0,0,0,1,Aug:0 Jun:0 Sep:0 Apr:0 May:0 Feb:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.18825%2044.13167&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.18825,44.13167
Solaure,France,77.03 km,Aug Sep Apr Jun Jul Oct May Feb Mar,18,0,0,6,7,Aug:0 Apr:0 Sep:0 Jul:0 Oct:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.353888%2044.691442&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.353888,44.691442
Stuhlfelden,Austria,145.59 km,Apr,18,0,1,6,16,Apr:0 Mar:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.51688%2047.29637&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.51688,47.29637
Hinteres Son...,Austria,113.1 km,May,18,0,2,7,10,May:0 Apr:0 Sep:0 Oct:0 Nov:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.02305%2047.53198&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.02305,47.53198
Noirmont,Switzerland,65.02 km,Mar Aug Jun Apr May,17,0,0,5,10,May:0 Jun:0 Apr:0 Mar:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.10827%2046.486382&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.10827,46.486382
La Berra,Switzerland,28.22 km,Jul Jun Oct Mar May Sep,17,0,0,0,2,Jul:0 Oct:0 Jun:0 Mar:0 Sep:0 Aug:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.18388%2046.67595&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.18388,46.67595
Golte,Slovenia,76.03 km,Jun,17,0,0,1,4,Jul:0 Jun:0 Apr:0 Nov:0 Oct:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.9208%2046.37033&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.9208,46.37033
"Golte, lover...",Slovenia,22.93 km,Apr Jul Sep,17,0,0,1,4,Jul:0 Jun:0 Apr:0 Nov:0 Oct:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.9238%2046.3696&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.9238,46.3696
Lonno,Italy,65.41 km,Aug Sep Mar May Jul Jun Apr,17,0,0,3,12,Sep:0 Mar:0 Aug:0 Jul:0 Jun:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.7355%2045.75985&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.7355,45.75985
Monte Vandalino,Italy,47.81 km,Jan Mar Dec Aug Oct May,17,0,0,0,2,Jan:0 Mar:0 Dec:0 May:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.16507%2044.83738&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.16507,44.83738
Flugplatz Gr...,Germany,146.88 km,Dec Apr Jun May Jul Oct,17,1,4,5,6,Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.5943%2047.7618&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.5943,47.7618
Vuache,France,28.52 km,Sep Oct,17,0,0,0,3,Oct:0 Sep:0 Jun:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.946953%2046.051492&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.946953,46.051492
Baou de la G...,France,109.5 km,Sep Oct Jun,17,0,2,11,16,Oct:0 Sep:0 Jun:0 Dec:0 Mar:0 Jan:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.149767%2043.756417&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.149767,43.756417
Mison,France,10.57 km,Aug Jun,17,0,0,0,0,Jun:0 Jul:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.8359%2044.2796&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.8359,44.2796
Gmundnerberg,Austria,58.93 km,Mar Apr Feb May Oct Nov,17,0,0,1,2,Apr:0 Mar:0 Feb:0 Oct:0 May:0 Sep:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.736467%2047.9059&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.736467,47.9059
Gstoder,Austria,54.85 km,Aug May,17,0,0,1,5,May:0 Aug:0 Jun:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.9977%2047.1322&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.9977,47.1322
Hochkönig,Austria,40.08 km,Jul Feb Oct Aug Jun Sep Dec Nov,17,0,0,0,3,Oct:0 Jul:0 Feb:0 Aug:0 Sep:0 Dec:0 Nov:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.06092%2047.41968&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.06092,47.41968
Blassenstein,Austria,38.89 km,Mar Apr Feb,17,0,0,0,1,Apr:0 Mar:0 Oct:0 Dec:0 Feb:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.19792%2047.99793&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.19792,47.99793
Grafenberg,Austria,220.47 km,May,17,3,8,10,14,May:0 Jun:0 Sep:0 Aug:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.05005%2046.94613&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.05005,46.94613
Wanglspitz,Austria,12.0 km,Mar,17,0,0,0,0,Mar:0 Apr:0 Feb:0 Dec:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.76335%2047.193483&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.76335,47.193483
Güggel,Switzerland,5.92 km,Sep Feb Apr Mar Jan May Oct Dec Jun,16,0,0,0,0,Sep:0 Apr:0 Oct:0 Dec:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.64742%2046.85335&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.64742,46.85335
Chaudzerya,Switzerland,22.72 km,Oct Aug,16,0,0,0,1,Oct:0 Aug:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.074242%2046.50277&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.074242,46.50277
Tschäpperslehn,Switzerland,21.6 km,Dec,16,0,0,0,1,Dec:0 Jan:0 Mar:0 Feb:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.1476%2047.047967&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.1476,47.047967
Krasji Vrh-K...,Slovenia,31.22 km,Aug,16,0,0,1,8,Apr:0 Jul:0 Aug:0 Sep:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.6229%2046.2806&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.6229,46.2806
Rifugio Griera,Italy,63.68 km,Jul,16,0,0,1,8,Nov:0 Feb:0 Jul:0 Jun:0 Mar:0 Dec:0 Jan:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.39898%2046.07422&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.39898,46.07422
Kriegerhorn,Austria,72.77 km,Apr Dec Jan,16,0,0,1,7,Dec:0 Apr:0 Jan:0 Sep:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.11583%2047.21372&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.11583,47.21372
Upsspitze,Austria,31.79 km,Jul Aug,16,0,0,2,3,Oct:0 Aug:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.868%2047.43&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.868,47.43
Zirbitzkogel,Austria,28.42 km,Oct,16,0,0,0,1,Oct:0 Sep:0 Dec:0 Nov:0 Mar:0 Jul:0 Jan:0 Aug:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.5685%2047.06148&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.5685,47.06148
Preinerwandk...,Austria,27.96 km,Sep Oct May Aug Feb,16,0,0,0,4,Sep:0 Oct:0 Aug:0 Feb:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.74098%2047.70275&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.74098,47.70275
Kirchenberg,Austria,27.89 km,May Sep Aug Oct Jul Jun,16,0,0,0,1,Sep:0 May:0 Oct:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.75472%2048.019623&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.75472,48.019623
Roßkogel,Austria,156.31 km,Jul,16,0,1,3,7,Jul:0 Nov:0 Jun:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.83%2047.4636&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.83,47.4636
Feldkögerl,Austria,11.33 km,Jul,16,0,0,0,2,Jul:0 Sep:0 Nov:0 May:0 Aug:0 Jun:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.02953%2047.20182&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.02953,47.20182
Matrei Kögele,Austria,103.78 km,Oct Nov Aug Jul Jun Sep,16,0,2,6,16,Oct:0 Dec:0 Jun:0 Nov:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.56323%2047.02927&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.56323,47.02927
Niremont,Switzerland,61.01 km,Apr,15,0,0,1,2,Apr:0 Jun:0 Dec:0 May:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.94685%2046.5462&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.94685,46.5462
Hotel Weisshorn,Switzerland,45.34 km,Sep Apr,15,0,0,0,8,Sep:0 Jun:0 Apr:0 Oct:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.6179%2046.20893&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.6179,46.20893
Grächen,Switzerland,31.18 km,Jan,15,0,0,0,3,Sep:0 Feb:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.85885%2046.1759&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.85885,46.1759
Summerigchopf,Switzerland,157.92 km,Apr May Jun Mar,15,0,2,7,12,Apr:0 May:0 Jun:0 Mar:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.39845%2047.20867&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.39845,47.20867
Sankt Martin...,Italy,85.0 km,Apr Nov May Sep Oct Feb Aug Jun,15,0,0,2,3,Apr:0 Sep:0 Oct:0 Feb:0 Nov:0 May:0 Aug:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.85355%2046.6386&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.85355,46.6386
Balsberg,Germany,101.47 km,May Apr Sep,15,0,1,7,8,May:0 Apr:0 Jul:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.44535%2047.72373&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.44535,47.72373
